INSEE	I N S E
IOS	I O EH S
IRA	I R A
IRC	I EH R S E
ISO	I Z O
IT	I T E
IUEM	I U EU EH M
IUT	I U T E
JK	J I K A
JMM	J I EH M EH M
KDSK	K A D E EH S K A
KEAV	K A E A V E
KEAV	K E A V E
KGB	K A J E B E
KKKB	K A K A K A B E
KLT	K A EH L T E
KS	K A EH S
KVB	K A V E B E
L2	EH L D A OU
L3	EH L T R I
LBGT	EH L B E G E T E
LFE	EH L EH F E
LFE	EH L EH F EU
LFI	EH L EH F I
LGBT	EH L J E B E T E
LGDT	EH L G E D E T E
LPO	EH L P E O
LSD	EH L EH S D E
LTB	EH L T E B E
LTK	EH L T E K A
MEDEF	M E D EH F
MI5	EH M I F A I V
MIT	EH M A I T I
MMA	EH M EH M A
MP3	EH M P E T R I
MS	EH M EH S
MSN	EH M EH S EH N
NASA	N A Z A
NATO	N A T O
OAB	O A B E
OBB	O B E B E
OGM	O J E EH M
OK	O K EH
OMI	O EH M I
ONG	O EH N J E
ONU	O N U
OPAB	O P A B
ORG	OH R G
OSX	O EH S I K S
OTAN	O T AN
P3	P E T R I
PACA	P A K A
PCF	P E S E EH F
PCI	P E S E I
PC	P E S E
PCR	P E S E EH R
PDF	P E D E EH F
PDG	P E D E J E
PH	P E A CH
PHP	P E A CH P E
PIB	P E I B E
PLS	P E EH L EH S
PME	P E EH M EU
PMI	P E EH M I
PSC	P E S E EH S
PS	P E EH S
QR	K U EH R
RATP	EH R A T E P E
RBI	EH R B E I
RCF	EH R S E EH F
RDA	EH R D E A
RKB	EH R K A B E
RPG	EH R P E J E
RSS	EH R EH S EH S
SACEM	S A S EH M
SCI	EH S S E I
SCOP	S K OH P
SD	EH S D E
SDF	EH S D E EH F
SICA	S I K A
SIDA	S I D A
SKED	S K E D
SMIC	S M I K
SNCF	EH S EH N S E EH F
SNSM	EH S EH N EH S EH M
SPA	EH S P E A
SP	EH S P E
SQL	EH S K U EH L
SS	EH S EH S
STOP	S T OH P
SUA	EH S U A
SUV	EH S U V E
TBO	T E B E O
TB	T E B E
TCP	T E S E P E
TDN	T E D E EH N
TER	T E EU EH R
TES	T EH S
TF1	T E EH F EN
TF1	T E EH F U N AN N
TGV	T E J E V E
THC	T E A CH S E
TMO	T E EH M O
TTB	T E T E B E
TVA	T E V E A
TVR	T E V E EH R
TV	T E V E
UBAPAR	U B A P A R
UBO	U B E O
UDB	U D E B E
UE	U EU
UFC	U EH F S E
UGB	U G E B E
UGB	U J E B E
UJFP	U J I EH F P E
ULBAM	U EH L B E A EH M
UMP	U EH M P E
UNESCO	U N EH S K O
UNESCO	U N E S K O
UNICEF	U N I S EH F
URL	U EH R EH L
URSS	U EH R EH S EH S
USB	U EH S B E
US	U EH S
UTC	U T E S E
UV	U V E
VIH	V E I A CH
VLC	V E EH L S E
VOD	V E O D E
VOD	V OH D
VTT	V E T E T E
WIPRO	W I P R O
WWW	W E W E W E
WWW	W OE W OE W OE
YB	IE B E
ZEE	Z EH D EU EU
ZIP	Z I P
